SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Danceability,Duration,Tempo,Title,Year, ArtistHotttnesss, SongHotttnesss
2350,"SOKODRA12A8C13B4B5",109988,"Passing Stranger","ARX134S1187FB46E56","Scott Matthews",0.0,299.72853,173.945,"City Headache",2006,0.46846255677857396,0
2351,"SOVEIDU12AC9097A10",738782,"Maintaining My Cool","ARLLRL61187B9B6698","The Sonics",0.0,108.14649,154.246,"On The Road Again",1967,0.44960808830900445,0.4715782477005801
2352,"SOFNWZV12A8C144495",614711,"The Atlanta Years","ARPISA41187FB3DE42","Humble Pie",0.0,974.99383,126.83,"Rude!/Drum Solo",0,0.4024958799867582,0.0
2353,"SOJKIPU12A8C137B47",99422,"Aspirations","ARS2KW51187B9B556E","X (Australia)",0.0,90.8273,63.641,"It Must Be Me",0,0.4107435775323873,0.26586104921065007
2354,"SOCJPJT12AB017EAA7",338629,"Diz que fui por aí","ARJJPQP1241B9CA062","Gabriel Grossi",0.0,179.01669,200.249,"Rebuliço",0,0.0,0.0
2355,"SOBHQGR12A8C134244",665127,"The Savoy Blues_ Vol. 3","ARTUXSS1187FB4BD20","Doc Pomus",0.0,153.73016,81.626,"Fruity Woman",0,0.25022732647127965,0
2356,"SOYPBQN12AB018BE82",804186,"MASIF HARD DANCE ICONS 003: LISA LASHES","ARNLHY61187FB3A0C0","Organ Donors",0.0,368.22159,146.01,"Tranceplant",0,0.4406098262775343,0.26695518627553855
2357,"SOTNVHX12A8AE45CE9",279664,"Intégrale 81-91","AR7GOK91187FB455F5","Jean-Jacques Goldman",0.0,558.44526,139.286,"Medley : "Traces" (Live)",0,0.44925387694771113,0.0
2358,"SORATLR12AAF3B3E19",322686,"Beautiful House","ARR035B1187B99EF11","Leeroy Stagger",0.0,304.22159,75.487,"House Of Sin",2005,0.33612442515088997,0.0
2359,"SOQCRIP12AB0184DA3",366763,"Live From the Relapse Contamination Festival","ARRH2S81187B98C8AA","Bongzilla",0.0,422.55628,102.739,"Stone a Pig",2002,0.4460715844124553,0
2360,"SOTZYDA12AC4686E81",598147,"Furious EP","ARC3WPR1187B9A183E","Non Stop DJs",0.0,237.92281,150.958,"Hoes & Discos",2004,0.284260942741617,0.0
2361,"SOJBVZV12A8C13B50C",262108,"Simple Heart","ARAPI451187B9B6E6F","John Michael Talbot",0.0,283.27138,100.455,"I Will Hear (Psalm 85)",0,0.43948809906182723,0.0
2362,"SOYNIER12AB0188280",713761,"Where I Been","AR0WAW61187B98B7D7","Doug MacLeod",0.0,359.52281,169.797,"Angel In Hell",0,0.372737613340037,0.0
2363,"SORWYTZ12AB018D5C8",676395,"K.A.L.I.","ARXOKNT1187B9AA521","K.A.L.I.",0.0,216.29342,96.037,"Climax ft St. Cyr",0,0.399265149721187,0
2364,"SOFIEJM12A8C141ABD",312553,"On Your Sleeve","ARE0OLY1187B9AD19F","Jesse Malin",0.0,165.40689,139.009,"Harmony",2008,0.4585920249078077,0
2365,"SOAECCP12AB0186ADB",765209,"Move That Thing Vol 2","AR5GLIU1187FB4638A","Memphis Jug Band",0.0,184.52853,94.853,"Spider's Nest Blues",2005,0.35078789087528156,0
2366,"SOCDLUF12A8C13F13F",608839,"Tour De France (2009 Digital Remaster)","AR1ZKBE1187FB53629","Kraftwerk",0.0,236.2771,140.042,"Tour De France Étape 3 (2009 Digital Remaster)",0,0.5204121100542216,0.3135621142479342
2367,"SOUDRIY12A8C13B59A",303100,"Hotel","AR19QNR1187B9A13C5","Cassidy featuring R. Kelly",0.0,247.24853,182.456,"Hotel",0,0.4349226453121121,0
2368,"SOGIMLG12A8C13A2C8",211868,"En Allemand - Das Beste Auf Deutsch","AR3J4WZ1187B9B17ED","Gall_ France",0.0,162.79465,131.612,"Mein Herz kann man nicht kaufen",2006,0.39957965816802155,0.39200877147130697
2369,"SOPKJJT12A8C1433B0",757775,"The Promise Land","AR7KA5V1187FB44E6B","The Del McCoury Band",0.0,171.67628,208.567,"It's Surprising What the Lord Can Do",2006,0.36221895681539285,0.0
2370,"SOMCLSH12AF72A5CA4",103106,"Lost In The Translation","AR2MEUK1187B992D1B","Jeff Scott Soto",0.0,281.70404,105.837,"If This Is The End",2004,0.4073442880394374,0
2371,"SOZPFXD12A58A7E0CC",670712,"One Night In Madrid","AR2MEUK1187B992D1B","Jeff Scott Soto",0.0,771.89179,119.291,"Funky Medley",0,0.4073442880394374,0
2372,"SOXRFSL12A58A78723",360271,"Francis Albert Sinatra & Antonio Carlos Jobim","ARXUCPO12086C169A4","Frank Sinatra",0.0,166.05995,107.597,"Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection]",1967,0.44719972200380037,0
2373,"SOSDNNL12AB017BEBD",437702,"Needy Time","AR6DGPH1187B998587","David Evans",0.0,239.15057,133.18,"Now Is A Needy Time",0,0.2480246869211474,0
2374,"SOWZSFY12A67AD820C",68914,"Walking Miracle","ARP32X81187B99EBF5","Vanessa Bell Armstrong",0.0,224.65261,122.511,"Walking Miracle",0,0.40864682737660296,0
2375,"SOSIDUF12AC468D60B",743830,"Thrill Pistol / Wazbones","ARYFAT91187B99FEF5","Tigertailz",0.0,309.18485,134.056,"Thrill Pistol",2007,0.40567213597168034,0
2376,"SOEKFRD12A8C13CC0A",109107,"Rescue Dawn","ARSL3N21187B98DFC5","Klaus Badelt",0.0,203.15383,119.831,"Dieter's Theme",2007,0.4693403742592461,0.42512465831305757
2377,"SOQJDEK12A8AE45E7A",135662,"Seal Best Remixes 1991-2005","ARAIABB1187B9AC6E2","Seal",0.0,828.05506,128.45,"I'm Alive (BT & Sasha Mix)",2001,0.5800131829395042,0.3837335353205307
2378,"SOHNPLG12AB0182004",449692,"Piédenés","ARYB42B1187FB37B01","Les Malpolis",0.0,156.02893,169.333,"Les Psys",2003,0.2712505962615699,0
2379,"SOWMTOJ12AB018BBF2",657961,"Corps à corps","ARYC4561187FB4F2B1","Chatelaine",0.0,150.17751,135.344,"Je me sens bien pasta fagioli",0,0.4369719312721286,0
2380,"SOCYWHV12A8C13CE5F",120361,"Peaches","ARXK4YK1187FB4D0C4","Dub Pistols feat. Rodney P & Terry Hall",0.0,323.57832,121.983,"Peaches (Fear of Theydon remix)",0,0.417068912495152,0
2381,"SOVMXWO12AB0181DC9",515100,"Brain Cycles","AR3O0021187B999BC8","Radio Moscow",0.0,255.89506,163.087,"Broke Down",2009,0.44823320277117096,0.7211996583905645
2382,"SOJISLN12A8C135408",286010,"The Platinum Collection","ARGNGRI11E2835D567","Tam Tam Go!",0.0,216.63302,133.45,"Hypnotise The Cat",0,0.31669216154699004,0
2383,"SOJUPRU12A58A7A5B6",153075,"Los Primeros Exitos Alacraneros","AR4W5GR1187FB51F7E","Alacranes Musical",0.0,284.1073,168.144,"Indita Mia (Album Version)",0,0.44986923314236393,0.0
2384,"SOLENTG12AB018ADA3",589057,"The Open Mind Of John D. Loudermilk","AR5ZJLK1187B9B3A8E","John D. Loudermilk",0.0,123.42812,133.582,"Nassau Town",0,0.28737003459245986,0.0
2385,"SODGKWB12A8C13F612",304110,"Miyela Africa","ARW1DZQ1187B9A18E0","Vusi Mahlasela",0.0,250.48771,120.024,"Amdokwe",0,0.3759146875867051,0.0
2386,"SOEKCXN12A8C13FF8C",278510,"Simple House","AR6J3X81187FB59A7B","Margaret Becker",0.0,193.74975,141.729,"Look Me In The Eye",0,0.6397981642808125,0.6577006743141642
2387,"SOYHQFQ12AF72A1440",468713,"Racing the Tide","ARUTP601187FB388AC","The Elders",0.0,241.05751,146.053,"Gonna Take a Miracle",0,0.4153036425812273,0.4454545254934259
2388,"SOVKTLW12A6310E32D",1224,"Strange Cargo III","ARZS5VW1187FB567E8","William Orbit",0.0,270.94159,146.389,"Harry Flowers",1993,0.42495308411251165,0
2389,"SOUMWKR12AB0181548",331557,"Maudat","ARIKFQP1187B99A246","Stille Volk",0.0,276.37506,149.971,"Orgasme Tellurique",2003,0.4076025759367606,0.4507622416414992
2390,"SOFLKBO12A8C14327A",786949,"The Giuseppi Logan Quintet","AREW0021187B9AF8F9","Giuseppi Logan",0.0,454.94812,104.231,"Bop Moon",0,0.0,0.0
2391,"SOQJZSD12A58A7B143",90302,"Situations","ARSYHZ21187B99F5F5","Tina Ann",0.0,395.62404,135.037,"Too Late (Orange Factory Extended Mix)",2003,0.38000466715536985,0.0
2392,"SOKXVOM12AB0182BED",639908,"Perfect Dragon","AR8BMEQ1187B9B4214","Pumpkin Buzzard",0.0,61.57016,87.406,"The Buzzard's Back in Town (Live)",0,0.24009840575296107,0
2393,"SOPHRUQ12A6D4FAE96",64157,"Battle Of Britain","ARKON4P1187B98B291","Ron Goodwin",0.0,99.97016,71.228,"The Lull Before The Storm",1999,0.3330153017242651,0.21204540548371908
2394,"SOUHNGJ12AB0182844",646868,"Happy Boy","ARMIQRB12298900AFB","Conjunto Mar Azul",0.0,203.20608,97.667,"Dime",0,0.0,0
2395,"SOXOUJH12A6D4FC39B",622906,"The Mix (2009 Digital Remaster)","AR1ZKBE1187FB53629","Kraftwerk",0.0,272.03873,132.026,"Pocket Calculator (2009 Digital Remaster)",0,0.5204121100542216,0.5960278877951442
2396,"SODYLCG12AB018484B",760855,"The Roches","AR11NP91187B9901B4","The Roches",0.0,243.51302,131.84,"Mr. Sellack (Album Version)",1979,0.37225120793006455,0.0
2397,"SOBOFKI12A8C134832",198389,"Verdi: Aida","ARK7ZPW1187B99C170","Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call",0.0,370.99057,114.407,"Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi)",0,0.36034468591382346,0
2398,"SOBULBX12A81C22BF0",273611,"Authorized","AR6EVQA1187B9AA1DF","Cocoa Tea",0.0,241.29261,99.894,"Cooling Out",1992,0.4260093004837602,0.0
2399,"SOFBOHT12A58A7C059",565698,"Solid Soul","ARFLZK31187B9B0E15","Kashief Lindo",0.0,190.37995,147.659,"If You Think You Are Lonely Now",0,0.32981032859254966,0
2400,"SOPHPDS12AB018821C",818031,"Allt Är Skit_ Jämt","ARHPBZT1269FCD0B57","IYOV",0.0,257.4624,104.928,"I See War",0,0.23581602829943166,0.0
2401,"SONBDBW12AF72A4E6C",164824,"Mimame Bandoneón","ARCK6OL1187B99B25F","Alas",0.0,628.21832,77.364,"Silencio De Aguas Profundas",0,0.3563347490317367,0
2402,"SOAPLUZ12A6D4F9CD2",65522,"Mercy","ARVMFE61187B992463","Darwin Hobbs",0.0,307.69587,89.941,"Mercy (Album Version)",0,0.40658168035189596,0.2338956167859841
2403,"SOYPZQB12A58A776C1",479326,"The Southern Harmony And Musical Companion","ARUKN9H1187B9B71C8","The Black Crowes",0.0,348.89098,97.672,"Sting Me",1992,0.5364000107927084,0
2404,"SOADCCE12A6D4FA324",46737,"Dope Radio","ARCYE581187B9A1482","Timo Maas",0.0,132.15302,76.57,"UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix",0,0.3966195656003381,0.5114243256864599
2405,"SOXVXGO12AB0180137",327022,"X Christmas","ARAN38V1187FB4C4EE","The Almost",0.0,187.11465,163.975,"Little Drummer Boy",2008,0.5815058026864642,0.569505198905018
2406,"SOQTUQL12AB01839D7",445750,"Anita Love's","ARORDXJ122ECCBB264","Carlos Jimenez",0.0,324.98893,127.99,"Anita Love's",0,0.32573625894250924,0
2407,"SORXBDA12AB018553E",653224,"Greatest Hits","AR8WHEJ1187B98CDCA","Dee Clark",0.0,133.3024,111.422,"You're Looking Good",2000,0.3435088776923589,0
2408,"SOKGDCA12AC9097667",691789,"Claw Hammer","ARBKEA91187B98CE1F","Claw Hammer",0.0,231.28771,204.066,"Brother Brick Says",0,0.268744755076445,0
2409,"SOLGUGY12AB01897BE",682287,"100 Unforgettable Bulgarian Pop Songs By Songwriter Jivko Kolev - Part I","ARRHZLW11E2835E799","Sofi Marinova",0.0,190.17098,145.924,"Studen plamuk",0,0.38528564261478293,0.0
2410,"SOHDXPG12AAA8C5AE7",431568,"Espana tiene sabor","ARZXMYV1187FB5B99B","Los Ninos De Sara",0.0,226.58567,115.021,"Lioraras",0,0.23772681338235932,0.0
2411,"SODVGUA12AB017D708",545281,"Soul On Ten","AR7BMMV1187FB5B2D7","Robben Ford",0.0,367.98649,126.42,"Spoonful",2009,0.3838774936335668,0.37598430150044215
2412,"SOFLHAS12A8C13851C",328398,"Men And Women","AR198711187B9AD09F","Simply Red",0.0,258.08934,83.73,"Maybe Someday...",1987,0.4985636112679809,0.56142851762879
2413,"SOYLVTU12AB0181B08",469438,"Out of the Club Into the Night","ART8BW81187B9AC33F","Planetakis",0.0,234.73587,137.936,"Letters to Norway",2007,0.3570490541126166,0
2414,"SOWTOPX12AF72A7A17",295705,"Jim Jones / Hustler's P.O.M.E. (Product Of My Environment)","ART62WC1187FB47E80","Jim Jones / Max B",0.0,256.39138,106.756,"Bright Lights_ Big City",0,0.528614974324017,0
2415,"SOJFLBP12A81C22DB2",230458,"Halfway to Gone","ARZ3JUB1187B99A5AC","Halfway to Gone",0.0,255.42485,122.624,"Turnpike",2004,0.35353262776472605,0.5419660193708116
2416,"SOGYZOF12A67020D72",6988,"David Meece/Chronology","ARU2JAB1187FB50C72","David Meece",0.0,268.01587,119.437,"Seventy Times Seven (LP Version)",0,0.3102989963854615,0.26586104921065007
2417,"SOAXHCC12A8C14330F",611707,"The Fureys Finest","ARFWZZD1187FB561F9","The Fureys",0.0,198.5824,94.804,"The First Leaves Of Autumn",0,0.3327497700492591,0.21508031850922793
2418,"SOUFQJU12A58A80EAC",496370,"Tres Cosas","AR7DFJP1187B992F13","Juana Molina",0.0,213.26322,46.867,"j Uh!",2004,0.44822358922684985,0.6265859803064825
2419,"SOVEIBB12A8C13E5C3",218123,"Snow [Hey Oh] [Live]","ARE8GLF1187FB52532","Red Hot Chili Peppers",0.0,319.55546,106.575,"Snow [Hey Oh] [Live Version]",0,0.5769038155883393,0
2420,"SOQMMLD12AB017F3CC",387111,"Human Being","ARAIABB1187B9AC6E2","Seal",0.0,354.76853,153.731,"Still Love Remains (Album Version)",1998,0.5800131829395042,0.5075315460078309
2421,"SOYDMDZ12A8C13B65F",300401,"Halfpastheartache","ARDG6IY1187B9AAE87","Mothers Pride",0.0,244.71465,79.252,"Silence",0,0.35435439241371824,0.0
2422,"SORYMFO12AB0185343",673306,"Bézu le roi de la fête","AR107SB1187B9A79F9","Bézu",0.0,155.48036,123.294,"Le clair de lune à maubeuge",0,0.1489854809922737,0
2423,"SOCMXKQ12A8AE47D58",185630,"Joyful","ARN03F71187FB4E3F4","Ayo",0.0,534.62159,122.91,"Life Is Real",2006,0.39064123587831157,0
2424,"SOGLNWB12A8C142D82",701679,"Oblivion Beckons","AROW4VK1187B999DED","Byzantine",0.0,300.01587,198.016,"Absolute Horizon",2008,0.3939566367821045,0.5187598979970994
2425,"SOLDKTL12AC3DF99EC",776252,"Legendary","ARNAIMI1187FB5733C","Rick Ross",0.0,105.40363,121.708,"They Know (Remix)",0,0.7014047658042529,0.2998774882739778
2426,"SOVJMFO12AB017E9A7",500158,"Stronger_ Faster_ Science","AR6RXJD1187B9B8B23","Grace Gale",0.0,247.71873,155.173,"La Matanza",2008,0.31990535386426106,0.26586104921065007
2427,"SOQUORP12AB018BD93",821357,"The Gothic Sounds of Nightbreed Volume 5","ARDBJ5T1187FB4D5BA","Cauda Pavonis",0.0,205.11302,180.203,"Juggernaut",0,0.3293859951559598,0.0
2428,"SOCPSMO12A58A7C691",200559,"At Home With You","ARS2KW51187B9B556E","X",0.0,233.22077,141.846,"All Over Now",0,0.4107435775323873,0.26586104921065007
2429,"SOAZHQF12A8C13460C",252341,"Something Deeper Than These Changes","ARGC7FQ1187FB409CC","Stew",0.0,299.07546,117.367,"L.A. Arteest Café",2003,0.30454771337183484,0.0
2430,"SOZYRBU12AB0181196",533837,"Beautiful","ARTH9041187FB43E1F","Eminem",0.0,397.60934,131.955,"Beautiful",2009,0.8048304278312782,0
2431,"SOEWBVN12A8AE48CB0",138186,"The Day After","ARSE5NP1187B9B98AB","Twista",0.0,259.36934,114.752,"Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version)",2005,0.5938083651752645,0
2432,"SOOOTTC12A8C13279E",142365,"20 Melodies pour rever_ Volume 2","ARG719Z1187FB551FC","Alain Morisod",0.0,241.65832,134.254,"L'Amour en Heritage",0,0.2941618819859714,0.0
2433,"SOEPZJJ12A58A7C130",288001,"Se Nou Manm (Live Au Zenith)","AR05NQH1187B98E875","Kassav'",0.0,655.67302,134.086,"Medley Final",0,0.4367302210885851,0
2434,"SOHJIJB12AC468829E",696953,"Tha Triflin' Album","ARRQWQW1187FB49844","King Tee",0.0,109.13914,183.437,"On Tha Rox",0,0.3723919906350151,0.42530424172042486
2435,"SOQWOLC12AB018393D",509704,"Adios Sui Generis Vol III","ARPNDSH1187B9B942F","Sui Generis",0.0,335.33342,107.592,"Cuando Ya Me Empiece A Quedar Solo",1973,0.45054667427270134,0
2436,"SOQRTCV12A67020430",9039,"My Favorite Headache","ARWONOR1187FB3817C","Geddy Lee",0.0,271.46404,119.953,"Runaway Train (LP Version)",2000,0.40651786932802747,0.6614452229025348
2437,"SOTRCLJ12AB0182F40",324688,"Chicago Blues Festival 1974 With Jimmy Dawkins","ARFZNR41187B990AF7","Sunnyland Slim",0.0,344.71138,108.105,"No More Troubles",0,0.33287056693742817,0
2438,"SOSEMEI12A58A7C561",282227,"Still Cyco After All These Years","ARNDB1X1187B990AA0","Suicidal Tendencies",0.0,61.83138,235.337,"Two-Sided Politics",1987,0.5261825563468479,0
2439,"SOJURPV12A8C141B82",221617,"Live!","ARZQSNO1187FB5BBAB","Elizabeth Cotten",0.0,295.60118,99.959,"Freight Train",1958,0.36425887067116786,0
2440,"SOXCCHE12AAFF43D5D",530926,"Natsukashii","ARZU9NI1187B9AEE08","Babylon Disco",0.0,181.39383,89.992,"Multiplayer",2007,0.3280949246919725,0.26376758986854226
2441,"SOVPKKS12AC4687684",599659,"Call Tyrone","ARUT16P1187FB532A4","Tyrone Davis",0.0,194.79465,104.01,"Ooh La La",0,0.3932151037866921,0
2442,"SOYGOKZ12A58A7C65D",53053,"The City","ARMPRI31187FB4F7D9","Vangelis",0.0,573.67465,119.712,"Procession",1990,0.4737005012967777,0.5889221675559065
2443,"SOFOSKB12A8C1328B6",191051,"The Burning Bridges Tour","ARDD5NR1187B9B61F9","Maria Bamford",0.0,127.16363,114.597,"Vennette",2003,0.37295104260236633,0.48093421280893994
2444,"SOSVAPZ12A58A7E7A2",448416,"Bobby's Girl - The Complete Seville Recordings","ARRBINW1187B98AE6D","Marcie Blane",0.0,143.25506,140.903,"Bobby's Girl (Previously Unreleased Demo - Stereo)",0,0.3049119117083977,0.6305085723023893
2445,"SOJYYCA12A6D4F9C1F",43673,"Sweet Talkin' Girls: The Best Of The Chiffons","ARNUFGE1187B9B7881","THE CHIFFONS",0.0,156.36853,113.431,"When Summer's Through",1963,0.39834951712239913,0.26695518627553855
2446,"SORSZKZ12A8C13FEF1",311115,"Rise","ARALEAC1187B9902A8","Rubyhorse",0.0,228.20526,125.898,"The  First Of The Year",2002,0.3453069080831163,0.26586104921065007
2447,"SOWZTZO12A8C13DD5E",618373,"Bar De Lune Presents Buddhist Chillout","AR4MCB01187B98BF5C","Atman",0.0,284.31628,170.034,"The Traveller",0,0.37456025292704015,0.533312769385804
2448,"SOEYPZV12A8C138CCC",153286,"Perpetual Emotion","ARNARI81187FB3C9A7","Flora Purim",0.0,246.67383,137.823,"Airto's Jazz Dance",2001,0.34054407953708243,0.3347065490692206
2449,"SOCYCFF12AB0188824",568312,"Love Canticle","ARD3ICK1187B9A56C9","Jimmy Riley",0.0,225.802,165.67,"Conversation",0,0.299705214086752,0
2450,"SOOFHNG12A6D4FAB3A",271181,"Virus","ARLF0QY1187FB4FDCC","Heavenly",0.0,327.6273,175.007,"Liberty",0,0.46815875635794574,0.503752061361102
2451,"SOUKPYI12A8C1349EB",281698,"Black & Blue","AR3JMC51187B9AE49D","Backstreet Boys",0.0,236.2771,103.997,"The Call",2000,0.5926149273518344,0
2452,"SOMMLVL12A8C132438",146606,"Playmates","AROCBZZ11E2835D652","Small Faces",0.0,136.88118,115.745,"Saylarvee (LP Version)",0,0.44905257515374747,0
2453,"SOGYDSV12A8C142A33",525940,"Malllet Jazz","AREVNGE11F50C49B9A","Tom Collier",0.0,411.42812,111.743,"Eddie's Pad",0,0.0,0.21001177949168065
2454,"SOEHEFW12A8C143C20",820141,"While You Slept I Went Out Walking","AR7JAMC1187B98BCF3","The Gentle Good",0.0,400.48281,85.118,"Hiraeth am Feirion",0,0.34826516306161226,0
2455,"SOROPBZ12A6D4FBC75",65220,"Patchwork","ARECPYG11C8A42B5BF","1. Futurologischer Congress",0.0,196.64934,107.711,"Die Art von Mann",0,0.2569779936917517,0
2456,"SOLXQSB12A8C133A2D",240644,"Same !@#$ Different Day","AR0JPOG1187FB37383","Lyrics Born",0.0,256.13016,174.293,"Over You (feat Joyo Velarde_ prod DJ Shadow)",2005,0.5121972430113413,0.42512465831305757
2457,"SOBZKOB12AB0185B85",803687,"The Greatest Hits from 40's and 50's_ Vol. 40","ARKA2YS1187B9A4060","Michèle Arnaud",0.0,172.01587,61.994,"Avec lui",0,0.3136658169944595,0
2458,"SOIMTOV12A8C135A36",150096,"Canta Lo Mejor De Los Mejores","AR6C8EJ1187FB3F473","Nelson Ned",0.0,241.57995,156.029,"La Barca",0,0.32188268994567615,0
2459,"SOPOKQJ12AAA8C650E",321474,"The Vegas Years","ARIK8T31187B9A4D4F","Louis Prima & Keely Smith",0.0,239.51628,116.596,"When You're Smiling - Sheik Of Araby",0,0.390828595508114,0
2460,"SOHGMJH12AB0187130",502757,"Killswitch Engage [Special Edition]","ARDQ9AP1187B9BA3F6","Killswitch Engage",0.0,254.45832,104.939,"In A Dead World (Album Version)",0,0.5963503376386131,0.60478851571927
2461,"SOXAAEC12AC90710AE",600650,"Reggae Superstars 9 & 10","ARP06GY1187B98B0F0","Yami Bolo",0.0,234.03057,166.749,"The Wonders",0,0.3224825778758644,0.23677161143970385
2462,"SOJFQQD12AB018353A",330154,"Wet Memory","ARXFY0N11C8A423D05","Juan Farcik",0.0,325.85098,130.007,"Laziness",0,0.26436800041368974,0
2463,"SOJGNFC12AB017DAB8",635170,"Get Picked Up","ARJ0FG21187B99F7C4","Crazy Girl",0.0,323.00363,91.997,"Get Picked Up",0,0.36638937070534877,0.0
2464,"SOIMGHD12AB0187CD9",514617,"Nicho... En El Bar 2","ARRS5961187B99F9DE","Nicho Hinojosa",0.0,183.17016,159.036,"Tomame O Dejame",0,0.36064892481202643,0.5622820772272303
2465,"SOTAMUT12A8C13757E",92091,"Live Around The World 1991 - 1996","AR49A9P1187FB3BBBF","Saigon Kick",0.0,233.66485,110.487,"ICU",0,0.40022175639897006,0.37598430150044215
2466,"SOVQONJ12A8C139C4B",295070,"Super Hits","ARMWZF41187FB387F9","Charley Pride",0.0,163.52608,100.893,"Let The Chips Fall",0,0.3893417519104193,0.5580947631395166
2467,"SOPBQJF12AC468A49A",742576,"Balle! Balle! Sounds of Bhangra","AR2PNSZ1187B9AF0A4","Pardesi",0.0,368.32608,202.036,"Dama Dam Mast Kalander",0,0.2563503629041404,0
2468,"SOKJNHN12AC46888ED",597112,"The Best Of The Memphis Jug Band","AR5GLIU1187FB4638A","Memphis Jug Band",0.0,161.54077,97.754,"Ambulance Man",2001,0.35078789087528156,0
2469,"SOYRCTM12AB01860FA",421962,"Irfan_ le héros","ARVEJ9M1187FB4DC44","Les Ogres De Barback",0.0,189.3873,148.633,"Printemps",1999,0.4379647331417924,0.43703620411161354
2470,"SOZEERF12A58A7C6F6",154924,"The Christmas Guest","AR4GP451187FB3F2BB","Andy Griffith",0.0,190.85016,96.052,"Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version)",0,0.31060034368783074,0.0
2471,"SOLYLZD12A6D4FB2F5",279564,"Nightly Cares","ARP7AOI1187FB518B4","Múm",0.0,249.05098,95.576,"Nightly Cares",2004,0.4669912722868447,0.7740042743064652
2472,"SOTRHHN12AB0188233",511932,"La Inspiracion De Agustin Lara","ARKRRTF1187B9984DA","Sonora Santanera",0.0,167.70567,104.284,"Cuando Quieres Tu",0,0.34342837829688244,0
2473,"SOUPNLN12A58A7CDDF",394826,"Ghostly Swim","ARFW0QN11C8A4216B7","Dark Party",0.0,261.58975,175.948,"Active",2008,0.3842449517139682,0.7314733570496581
2474,"SOHKOMM12A6D4F7114",82932,"15 Exitos Vol. 2 Flor Silvestre","ARHFEBO11F50C4825A","Flor Silvestre",0.0,207.75138,130.818,"Aquel Amor",0,0.3135693426838017,0
2475,"SOLXGLN12AB017F58A",547954,"Djessy","ARMRQF21187FB54D89","Kanda Bongo Man",0.0,554.68363,132.27,"Djessy",0,0.32242454014879485,0.3867024200396644
2476,"SOVLQYZ12AC3DF6BCA",734270,"Everything Remains (As It Never Was)","ARPNY981187B9ACB75","Eluveitie",0.0,307.69587,110.018,"(Do)Minion",2010,0.5274929810161438,0.6629861610396057
2477,"SOLECZU12AB017DAAC",391883,"Iron","ARUWB5W1187B98D7A1","Ensiferum",0.0,352.49587,105.05,"Into Battle",2004,0.5148498795731506,0.6822046615107683
2478,"SOALUMD12AB0187F8D",724393,"Times Like These","ARLZYDV11C8A4226B0","Albin Myers",0.0,493.29587,127.923,"Times Like These",0,0.34003073938791123,0.26586104921065007
